Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
09/03/2019,2019,BMW X3,395112,8,North America,United States,Wholesale
11/10/2019,2019,BMW X3,550967,9,North America,United States,Wholesale
21/07/2019,2019,BMW 2 Series,139934,3,North America,United States,Wholesale
24/05/2019,2019,BMW X1,302091,7,North America,United States,Dealership
25/12/2019,2019,BMW X2,169459,4,North America,United States,Wholesale
25/03/2019,2019,BMW X7,376659,4,North America,United States,Dealership
04/09/2019,2019,BMW X5,536698,7,North America,United States,Wholesale
16/03/2019,2019,BMW 3 Series,289301,5,North America,United States,Wholesale
03/12/2019,2019,BMW X1,203962,5,North America,United States,Wholesale
17/09/2019,2019,BMW 7 Series,490676,4,North America,United States,Dealership
14/11/2019,2019,BMW X3,271115,5,North America,United States,Wholesale
28/12/2019,2019,BMW X7,530246,6,North America,United States,Dealership
11/09/2019,2019,BMW X7,528130,6,North America,United States,Wholesale
04/01/2019,2019,BMW X1,80989,2,North America,United States,Dealership
05/04/2019,2019,BMW 4 Series,238129,5,North America,United States,Dealership
24/12/2019,2019,BMW X7,610374,7,North America,United States,Dealership
19/01/2019,2019,BMW 4 Series,307189,6,North America,United States,Dealership
04/01/2019,2019,BMW i3,72686,2,North America,United States,Wholesale
03/08/2019,2019,BMW X3,233441,5,North America,United States,Dealership
22/11/2019,2019,BMW M3,158236,2,North America,United States,Dealership
03/05/2019,2019,BMW X5,659466,8,North America,United States,Wholesale
26/01/2019,2019,BMW X4,185130,3,North America,United States,Dealership
22/06/2019,2019,BMW X5,593935,8,North America,United States,Dealership
03/07/2019,2019,BMW X3,459496,9,North America,United States,Wholesale
03/10/2019,2019,BMW 5 Series,543653,9,North America,United States,Wholesale
31/01/2019,2019,BMW 3 Series,205311,4,North America,United States,Online
11/02/2019,2019,BMW X5,631163,8,North America,United States,Dealership
12/08/2019,2019,BMW X3,317067,6,North America,United States,Wholesale
25/05/2019,2019,BMW X5,585402,9,North America,United States,Dealership
29/06/2019,2019,BMW X7,632651,7,North America,United States,Dealership
31/07/2019,2019,BMW 5 Series,328680,5,North America,United States,Dealership
23/03/2019,2019,BMW Z4,118464,2,North America,United States,Dealership
12/06/2019,2019,BMW 5 Series,179022,3,North America,United States,Wholesale
02/11/2019,2019,BMW X3,255793,5,North America,United States,Wholesale
24/11/2019,2019,BMW 8 Series,634195,6,North America,United States,Wholesale
18/09/2019,2019,BMW 4 Series,178552,3,North America,United States,Dealership
14/08/2019,2019,BMW X4,104985,2,North America,United States,Wholesale
28/07/2019,2019,BMW X3,289821,5,North America,United States,Wholesale
04/03/2019,2019,BMW X5,998697,13,North America,United States,Wholesale
16/03/2019,2019,BMW X3,431887,8,North America,United States,Wholesale
01/02/2019,2019,BMW i3,104899,3,North America,United States,Dealership
15/12/2019,2019,BMW M4,90322,1,North America,United States,Wholesale
02/08/2019,2019,BMW X7,356015,4,North America,United States,Dealership
04/03/2019,2019,BMW X5,451871,7,North America,United States,Wholesale
03/02/2019,2019,BMW M5,224978,2,North America,United States,Dealership
20/10/2019,2019,BMW 3 Series,319880,6,North America,United States,Dealership
24/08/2019,2019,BMW X5,569840,8,North America,United States,Dealership
19/07/2019,2019,BMW X5,375040,6,North America,United States,Dealership
30/01/2019,2019,BMW X4,128307,2,North America,United States,Dealership
12/10/2019,2019,BMW 5 Series,221679,3,North America,United States,Dealership
08/02/2019,2019,BMW X7,172372,2,North America,United States,Dealership
27/04/2019,2019,BMW 3 Series,283343,5,North America,United States,Wholesale
07/02/2019,2019,BMW 4 Series,248082,5,North America,United States,Dealership
30/01/2019,2019,BMW X5,560065,7,North America,United States,Wholesale
01/01/2019,2019,BMW X7,174380,2,North America,United States,Wholesale
30/12/2019,2019,BMW X5,1215217,15,North America,United States,Dealership
02/02/2019,2019,BMW 3 Series,342526,6,North America,United States,Dealership
29/08/2019,2019,BMW X3,451819,8,North America,United States,Dealership
17/01/2019,2019,BMW X5,496803,8,North America,United States,Dealership
31/05/2019,2019,BMW 5 Series,491233,8,North America,United States,Dealership
03/09/2019,2019,BMW X1,218649,5,North America,United States,Dealership
18/07/2019,2019,BMW X3,477752,8,North America,United States,Dealership
30/03/2019,2019,BMW X5,572507,8,North America,United States,Wholesale
16/06/2019,2019,BMW X3,229674,4,North America,United States,Wholesale
20/07/2019,2019,BMW 7 Series,508929,4,North America,United States,Dealership
22/06/2019,2019,BMW 5 Series,224802,4,North America,United States,Wholesale
14/01/2019,2019,BMW 4 Series,349766,6,North America,United States,Dealership
19/10/2019,2019,BMW X5,540508,8,North America,United States,Wholesale
19/01/2019,2019,BMW X4,132994,2,North America,United States,Dealership
28/09/2019,2019,BMW 5 Series,391707,7,North America,United States,Dealership
02/07/2019,2019,BMW X6,213469,3,North America,United States,Wholesale
09/10/2019,2019,BMW 3 Series,192485,4,North America,United States,Dealership
30/07/2019,2019,BMW X5,738486,11,North America,United States,Wholesale
28/11/2019,2019,BMW 3 Series,209373,4,North America,United States,Wholesale
14/09/2019,2019,BMW X4,226633,4,North America,United States,Dealership
20/08/2019,2019,BMW X5,783331,10,North America,United States,Wholesale
09/12/2019,2019,BMW X7,837885,8,North America,United States,Dealership
06/04/2019,2019,BMW 3 Series,418508,8,North America,United States,Dealership
15/01/2019,2019,BMW X6,358023,4,North America,United States,Wholesale
11/03/2019,2019,BMW X3,740257,12,North America,United States,Dealership
19/12/2019,2019,BMW X2,48927,1,North America,United States,Dealership
03/09/2019,2019,BMW 4 Series,138172,3,North America,United States,Dealership
30/04/2019,2019,BMW X5,420162,5,North America,United States,Dealership
31/10/2019,2019,BMW X3,429515,7,North America,United States,Wholesale
20/02/2019,2019,BMW M3,72790,1,North America,United States,Dealership
17/12/2019,2019,BMW 4 Series,412647,9,North America,United States,Wholesale
09/02/2019,2019,BMW M8,399800,3,North America,United States,Wholesale
26/08/2019,2019,BMW 3 Series,173095,3,North America,United States,Dealership
21/09/2019,2019,BMW X3,333479,6,North America,United States,Online
05/03/2019,2019,BMW X5,561328,8,North America,United States,Wholesale
26/02/2019,2019,BMW 4 Series,159322,3,North America,United States,Wholesale
26/01/2019,2019,BMW X3,394326,7,North America,United States,Dealership
29/06/2019,2019,BMW 3 Series,436406,8,North America,United States,Dealership
23/11/2019,2019,BMW 3 Series,273319,6,North America,United States,Dealership
20/08/2019,2019,BMW X4,209867,4,North America,United States,Dealership
13/10/2019,2019,BMW X1,157866,4,North America,United States,Dealership
30/03/2019,2019,BMW M3,85577,1,North America,United States,Wholesale
27/11/2019,2019,BMW M5,113928,1,North America,United States,Wholesale
02/04/2019,2019,BMW X3,490868,10,North America,United States,Dealership
01/04/2019,2019,BMW M3,81107,1,North America,United States,Dealership
12/10/2019,2019,BMW X5,547976,8,North America,United States,Wholesale
25/11/2019,2019,BMW X7,468312,5,North America,United States,Dealership
31/03/2019,2019,BMW 5 Series,460611,6,North America,United States,Wholesale
05/04/2019,2019,BMW 4 Series,265489,5,North America,United States,Dealership
19/08/2019,2019,BMW X5,564792,9,North America,United States,Wholesale
12/10/2019,2019,BMW X3,179854,3,North America,United States,Dealership
30/11/2019,2019,BMW X5,485821,6,North America,United States,Dealership
26/05/2019,2019,BMW 4 Series,399443,8,North America,United States,Wholesale
26/05/2019,2019,BMW 4 Series,246169,4,North America,United States,Dealership
14/04/2019,2019,BMW X3,420045,7,North America,United States,Dealership
14/12/2019,2019,BMW X5,787233,11,North America,United States,Wholesale
09/05/2019,2019,BMW X7,678608,8,North America,United States,Dealership
02/11/2019,2019,BMW X5,453508,6,North America,United States,Wholesale
27/10/2019,2019,BMW X5,624754,10,North America,United States,Dealership
26/01/2019,2019,BMW 3 Series,191150,4,North America,United States,Wholesale
30/11/2019,2019,BMW X7,931224,10,North America,United States,Wholesale
31/03/2019,2019,BMW 5 Series,293288,5,North America,United States,Dealership
17/06/2019,2019,BMW X5,583261,9,North America,United States,Dealership
24/09/2019,2019,BMW 2 Series,139927,3,North America,United States,Dealership
30/01/2019,2019,BMW X5,387172,5,North America,United States,Dealership
26/01/2019,2019,BMW 3 Series,289175,6,North America,United States,Wholesale
08/11/2019,2019,BMW X5,64861,1,North America,United States,Wholesale
13/02/2019,2019,BMW X7,500312,5,North America,United States,Dealership
04/03/2019,2019,BMW Z4,59086,1,North America,United States,Wholesale
30/03/2019,2019,BMW 2 Series,99689,2,North America,United States,Dealership
19/07/2019,2019,BMW X3,478512,8,North America,United States,Wholesale
08/07/2019,2019,BMW 7 Series,493253,4,North America,Canada,Wholesale
22/08/2019,2019,BMW 3 Series,359925,8,North America,Canada,Dealership
19/05/2019,2019,BMW 5 Series,259610,4,North America,Canada,Wholesale
12/08/2019,2019,BMW 1 Series,98946,3,North America,Canada,Dealership
04/06/2019,2019,BMW X1,272510,6,North America,Canada,Wholesale
21/07/2019,2019,BMW 3 Series,272822,5,North America,Canada,Wholesale
17/08/2019,2019,BMW i3,47679,1,North America,Canada,Dealership
25/12/2019,2019,BMW X5,315885,4,North America,Canada,Wholesale
16/11/2019,2019,BMW 5 Series,119445,2,North America,Canada,Dealership
27/12/2019,2019,BMW X3,280824,5,North America,Canada,Wholesale
18/07/2019,2019,BMW 1 Series,109160,3,North America,Canada,Wholesale
18/05/2019,2019,BMW 4 Series,170893,3,North America,Canada,Dealership
27/09/2019,2019,BMW 1 Series,176803,5,North America,Canada,Dealership
13/04/2019,2019,BMW 3 Series,350984,8,North America,Canada,Dealership
04/11/2019,2019,BMW 1 Series,132919,4,North America,Canada,Dealership
02/04/2019,2019,BMW 1 Series,157717,5,North America,Canada,Dealership
23/04/2019,2019,BMW Z4,62104,1,North America,Canada,Wholesale
18/02/2019,2019,BMW 3 Series,244687,5,North America,Canada,Dealership
21/09/2019,2019,BMW X7,275531,3,North America,Canada,Dealership
07/12/2019,2019,BMW i8,158938,1,North America,Canada,Wholesale
05/08/2019,2019,BMW 2 Series,143459,3,North America,Canada,Dealership
01/09/2019,2019,BMW X3,248019,5,North America,Canada,Dealership
10/02/2019,2019,BMW 3 Series,257584,5,North America,Canada,Dealership
16/02/2019,2019,BMW X1,121798,3,North America,Canada,Dealership
13/08/2019,2019,BMW X1,234242,6,North America,Canada,Online
14/10/2019,2019,BMW X1,47049,1,North America,Canada,Dealership
28/01/2019,2019,BMW X5,231986,3,North America,Canada,Wholesale
11/10/2019,2019,BMW 5 Series,209019,3,North America,Canada,Wholesale
15/02/2019,2019,BMW X5,214938,3,North America,Canada,Dealership
25/10/2019,2019,BMW 7 Series,196088,2,North America,Canada,Dealership
13/11/2019,2019,BMW 5 Series,276322,5,North America,Canada,Dealership
20/05/2019,2019,BMW M4,85328,1,North America,Canada,Wholesale
24/02/2019,2019,BMW M2,133386,2,North America,Canada,Wholesale
30/12/2019,2019,BMW 3 Series,343650,7,North America,Canada,Dealership
05/10/2019,2019,BMW X3,243365,5,North America,Canada,Wholesale
29/10/2019,2019,BMW 7 Series,330676,3,North America,Canada,Wholesale
16/05/2019,2019,BMW X6,261203,3,North America,Canada,Wholesale
08/03/2019,2019,BMW X1,36159,1,North America,Canada,Dealership
15/07/2019,2019,BMW 5 Series,198767,3,North America,Canada,Dealership
31/05/2019,2019,BMW X7,369444,4,North America,Canada,Wholesale
15/06/2019,2019,BMW X1,134367,3,North America,Canada,Wholesale
11/12/2019,2019,BMW 3 Series,91116,2,North America,Canada,Dealership
20/07/2019,2019,BMW 1 Series,98098,3,North America,Canada,Wholesale
08/11/2019,2019,BMW 1 Series,67642,2,North America,Canada,Dealership
03/10/2019,2019,BMW X5,147005,2,North America,Canada,Dealership
04/02/2019,2019,BMW X6,272048,3,North America,Canada,Wholesale
05/07/2019,2019,BMW X5,142026,2,North America,Canada,Wholesale
05/01/2019,2019,BMW X3,260638,5,North America,Canada,Dealership
05/09/2019,2019,BMW 7 Series,575685,5,North America,Canada,Wholesale
20/09/2019,2019,BMW X3,171896,3,North America,Canada,Dealership
06/09/2019,2019,BMW X2,82674,2,North America,Canada,Wholesale
11/03/2019,2019,BMW 5 Series,373322,5,North America,Canada,Wholesale
28/05/2019,2019,BMW 5 Series,454445,6,North America,Canada,Dealership
15/06/2019,2019,BMW 3 Series,192922,4,North America,Canada,Dealership
21/12/2019,2019,BMW M8,141264,1,North America,Canada,Wholesale
06/11/2019,2019,BMW 5 Series,249547,4,North America,Canada,Dealership
07/08/2019,2019,BMW X1,161735,4,North America,Canada,Dealership
02/11/2019,2019,BMW X1,367811,8,North America,Canada,Wholesale
06/12/2019,2019,BMW X1,220786,6,North America,Canada,Wholesale
09/05/2019,2019,BMW 1 Series,231146,6,North America,Canada,Wholesale
05/01/2019,2019,BMW X5,316287,4,North America,Canada,Dealership
04/12/2019,2019,BMW X3,519747,9,North America,Canada,Wholesale
04/03/2019,2019,BMW X7,280883,3,North America,Canada,Wholesale
15/10/2019,2019,BMW 3 Series,320427,6,North America,Canada,Dealership
07/09/2019,2019,BMW 1 Series,200805,5,North America,Canada,Wholesale
12/01/2019,2019,BMW X7,193593,2,North America,Canada,Dealership
15/02/2019,2019,BMW X4,168675,3,North America,Canada,Wholesale
22/01/2019,2019,BMW 4 Series,118081,2,North America,Canada,Dealership
02/11/2019,2019,BMW X3,317075,6,North America,Canada,Online
25/10/2019,2019,BMW 7 Series,359741,3,North America,Canada,Dealership
20/05/2019,2019,BMW X3,319639,7,North America,Canada,Wholesale
03/08/2019,2019,BMW X1,93315,2,North America,Canada,Dealership
28/08/2019,2019,BMW M3,76482,1,North America,Canada,Dealership
29/11/2019,2019,BMW 3 Series,338697,6,North America,Canada,Wholesale
02/10/2019,2019,BMW 7 Series,190406,2,North America,Canada,Dealership
09/03/2019,2019,BMW X1,171177,4,North America,Canada,Dealership
26/03/2019,2019,BMW 4 Series,228310,5,North America,Canada,Wholesale
23/03/2019,2019,BMW 1 Series,146978,4,North America,Canada,Wholesale
06/09/2019,2019,BMW 1 Series,200695,6,North America,Canada,Dealership
07/08/2019,2019,BMW 1 Series,123024,3,North America,Canada,Dealership
12/11/2019,2019,BMW X5,392237,5,North America,Canada,Dealership
15/11/2019,2019,BMW 3 Series,286793,6,North America,Canada,Wholesale
19/11/2019,2019,BMW 3 Series,209232,4,North America,Canada,Wholesale
12/06/2019,2019,BMW 3 Series,323789,6,North America,Canada,Wholesale
